Tweet,Sentiment,
"Owen Smith when asked ""Would you ignore the Brexit vote?"" replied ""Well, exactly."" The UK needs a democratic opposition - #UKIP",1,
Looking forward to putting the case for BREXIT in tomorrow's debate.,1,
"One job of gov't is to manage risk. PM stated there's no BREXIT planning = no risk management, so risk is his fault. http://www.bbc.co.uk/news/uk-politics-eu-referendum-36355564",1,
"De Standaard, Belgium: “Europe powerless & divided has allowed itself to become a plaything of the autocratic regime in #Turkey.” #BREXIT",0,
"So if FR decided to withdraw from treaty and we BREXIT, we can return them to FR as we rtn people coming by air. ",1,
2/3 The treaty of Le Touquet between UK & FR on controls is nothing to do whatsoever with EU & uneffected by BREXIT,1,
Looking forward to presenting the security benefits of BREXIT at our conference in Llandudno on 27th Feb.,1,
"@Arron_banks I work in Bxls, posted to an EU institution. Even here they agree with that &amp; ack they'll have to work with us after #Brexit",1,
#BREXIT will NOT lead to isolation! Leaving opens up opportunities &amp; worldwide partnerships. The risk is in staying! http://www.bbc.com/news/uk-politics-eu-referendum-35110433,1,
Cameron to be told on phone by President of the European Council tomorrow that either he tables compromise now or no #Brexit deal until Feb!,1,
"#BREXIT ""Britain's EU contributions over next 5 yrs will be £1.2 billion higher than forecast 4 mths ago"". Office for Budget Responsibility",0,
"""Very tough"" or not, what the PM has asked for is insufficient. We must be able to exercise full sovereignty #BREXIT http://www.independent.co.uk/news/uk/politics/eu-referendum-david-camerons-hopes-of-swift-renegotiation-thrown-into-jeopar-a6732396.html",1,
@ThanetGazette @Kent_Online @kmfmnews Global growth in aviation. BREXIT means UK need it. SDC protecting it. TDC??? http://www.stratford-herald.com/62932-breaking-news-sdc-takes-dramatic-action-stop-wellesbourne-airfield-demolition.html,1,
BREXIT must be asap &amp; makes the requirement for a comprehensive national border strategy an absolute must.,1,
Brexit: The Reality https://shar.es/1lXxhO via @sharethis,2,
Here we go again. Tory politics before country. Farage FROZEN out of Brexit negotiations in plot described as lunacy http://shr.gs/aHdIdyj,0,
@david_colquhoun @JuliaHB1 They'd not cut off their noses to spite their face. I'm with EU in Bxls &amp; my colleagues want to coop after BREXIT,1,
"@BBCNews You insist on painting the referendum as one on whatever deal @David_Cameron gets. Its not, its a vote on leaving or not. #Brexit",1,
"@larsloekke @David_Cameron Are we to get ""It's all oh so difficult... "" throughout? The problem is that it has to negotiated at all! #BREXIT",1,
Brexit: John Major accepts EU would be weaker without UK. He should therefore accept UK would hold strong negotiating hand post Brexit.,1,
"Brexit: John Major cites UK exemption from Euro/Schengen/ever closer political union as reasons to stay IN, implying they are flaws with EU.",1,
"Brexit: John Major fails to mention that UK annually imports c£250 billion in EU goods, making it the single largest client of EU in World.",1,
"Brexit: my response to John Major's article in Telegraph ""Voting to leave will poison Europe and divide West"". See http://www.fprop.com/admin/ckfinder/userfiles/files/Research%20%26%20Articles/BH%20response%20to%20article%20by%20John%20Major%20in%20Sunday%20Telegraph%20published%2020%20March%202016.pdf",1,
The Tories’ reckless Brexit is putting Britain's jobs at risk. Here’s our alternative ↓ #VoteLabour,0,
Only Labour will focus on what kind of country we want after Brexit. We'll unlock opportunities for everyone in this country. #VoteLabour,0,
Theresa May will say that #GE2017 is about Brexit while ignoring Tory failure &amp; the issues that affect people’s lives every day. #VoteLabour,0,
Theresa May wants to make #GeneralElection about Brexit to avoid scrutiny of Tories’ record of failure. We won't let that happen. RT ↓ #PMQs,0,
"While the Tories try to use Brexit to turn Britain into a low-wage tax haven, we will rebuild &amp; transform Britain. With us? RT ↓ #StandingUp",0,
"We won't give the Tories a free hand to use Brexit to attack rights and protections, cut services and create a tax dodgers’ paradise. RT ↓ ",0,
"As @jeremycorbyn said, we’ll challenge the Tories at every stage. We won’t give them a free hand to attack rights &amp; protections via Brexit ↓ ",0,
"We campaigned to Remain, but now we will fight to protect jobs, living standards & workers’ rights at every stage of the Brexit process. ↓ ",0,
"As the Government start the Brexit process, Labour will challenge them every step of the way to defend &amp; protect our shared values. RT ↓ ",0,
The Tories promise their Brexit trade deal will have “the exact same benefits” as we have now. Labour will hold them to that. #bbcqt,0,
We are clear: Labour will not support any future Brexit deal that fails the six tests @Keir_Starmer set out today. With us? RT ↓,0,
"Today Theresa May has U-turned, agreeing she will write up her Brexit plan in a White Paper. Here’s @Keir_Starmer’s reaction. Watch and RT ↓",0,
"Theresa May’s Brexit plan threatens to turn Britain into a low-pay tax haven, risking British business, jobs &amp; public services. RT ↓ #PMQs",0,
"We need a Brexit deal that is good for British business and protects jobs, living standards and workers' rights. Agree? RT #PMQs",0,
"Labour demand a Brexit deal that does all it can to protect jobs &amp; living standards, with tariff-free access to the single market. Agree? RT ",0,
Theresa May is determined to avoid real scrutiny of her Brexit plans. Agree with @jeremycorbyn? Share this ↓,0,
"Labour will make jobs, the economy & living standards the priority for Brexit negotiations. Watch @Keir_Starmer now: http://facebook.com/KeirStarmerMP/videos/1797087643894025/",0,
As @EmilyThornberry said today at #PMQs: The Tories cannot tell us the plan on Brexit – because they do not have a plan. RT if you agree ↓,0,
Yesterday @Keir_Starmer explained how Labour's approach to Brexit will reject the Tories’ recklessness and prioritise jobs &amp; our economy. ↓,0,
"Labour will challenge the Tories at every stage of the Brexit process, to defend &amp; protect our shared values. With us? RT ↓ ",0,
"As @Keir_Starmer made clear today, Labour will not support any future Brexit deal that fails our six tests. Here they are ↓ ",0,
"The Tories have revealed their Brexit plan website, but here’s the version that didn’t make the cut... RT ↓ http://www.toryplanforbritain.uk",0,
Wondering what the Tories’ plan for Brexit is? So are we. Here’s our alternative Tory Brexit “plan” website ↓ http://www.toryplanforbritain.uk,0,
"On negotiating Brexit, PM says “no deal is better than a bad deal”. But no deal IS a bad deal. Watch @jeremycorbyn ↓ http://parliamentlive.tv/event/index/b9259467-cd7a-4085-b3b9-f10cb7b07812?in=12:43:51",1,
"“Labour’s priorities have been very clear, that jobs and the economy must come first.” @Keir_Starmer at The Road to Brexit #RTB17",0,
“We want to talk about the road to Brexit and the new relationships that we’re going to build across Europe.” @jeremycorbyn at #RTB17 today,0,
"At #PMQs @jeremycorbyn pressed Theresa May on her Brexit plan, which threatens to turn Britain into a bargain basement tax haven. RT ↓ ",0,
"We will hold Theresa May to account, fighting to secure a Brexit deal that protects jobs, living standards &amp; workers’ rights. With us? RT ↓ ",0,
Read @jeremycorbyn's full response to today’s Supreme Court judgment on Brexit → http://facebook.com/notes/the-labour-party/jeremy-corbyns-response-to-the-supreme-court-judgment/10154044016425810,1,
"Theresa May has made clear that she is determined to use Brexit to turn Britain into a bargain basement tax haven, says @jeremycorbyn. RT ↓",0,
.@jeremycorbyn responds to Theresa May's Brexit speech. Watch and share this ↓,2,
Miss @Keir_Starmer's speech on Brexit earlier today? Read the highlights here → http://facebook.com/notes/the-labour-party/keir-starmer-brexit-is-the-battle-of-our-time/10154065875022411,2,
The Tories cannot tell us the plan on Brexit – because they do not have a plan. Here's @EmilyThornberry at today's #PMQs ↓,0,
The Tories have accepted our motion calling for govt. to publish a plan for Brexit before Article 50 is invoked. ↓ http://theguardian.com/politics/2016/dec/07/tory-backbenchers-demand-brexit-plans-theresa-may-government-article-50-anna-soubry,0,
"We now face Brexit, unprepared. RT if you agree with @johnmcdonnellMP #AutumnStatement",0,
"Businesses have been plunged into huge uncertainty by a Government that has no plan at all for Brexit, says @jeremycorbyn #CBI2016",0,
"""There can be few bigger potential disruptions to the future growth and prosperity of the UK than a mishandled and chaotic Brexit."" #CBI2016",0,
Today at #PMQs @jeremycorbyn held Theresa May to account over Brexit. Watch and share this now ↓,2,
"Labour is clear - we need certainty, stability and a Brexit plan that puts jobs and the economy first. RT if you agree. #PMQs",0,
The Tories' approach to Brexit is a complete shambles: they have no plan on how to protect jobs and growth. RT ↓ #PMQs,0,
"Labour will be pressing the case for a Brexit that works for Britain, putting jobs, living standards and the economy first. ",0,
"When it comes to Brexit, it’s clear that the Tories are just making it up as they go along: http://ind.pn/2dVE7BC",0,
"“Only Labour can make a success of Brexit. We will fight to make it work for everyone, not just the favoured few."" — @johnmcdonnellMP",0,
Theresa May’s Brexit is in the interests of an elite few. Labour will fight for a Brexit that works for the British people.,0,
Only a Labour government can make an economic success of Brexit. Agree? RT ↓,0,
"The Tories have no plan for Brexit, threatening jobs, growth and prosperity. #PMQs",0,
"The Tories are driving us towards a hard and risky Brexit which threatens jobs, growth and prosperity. Agree? RT ↓ #PMQs",0,
Reports say Tories’ hard Brexit could cost the country up to £66 billion a year. Theresa May’s Government must stop playing political games.,0,
"We will be pressing our own Brexit agenda, and building a new relationship with Europe based on cooperation and internationalism. #Lab16 ↓",0,
"""We will stand up for every area where the Tories will look to wield the axe after Brexit"" @EmilyThornberry #Lab16",0,
Today @EmilyThornberry guaranteed a Labour Government will make up any shortfall in funding faced by deprived areas after Brexit. #Lab16,0,
Labour's economic response to Brexit: Our aim must be to ensure freedom of trade - @johnmcdonnellMP,0,
Today @johnmcdonnellMP set out Labour's economic response to Brexit - we should not renege on workers' rights.,0,
Voting to Remain is the alternative to a Tory Brexit which would damage our country. Agree with Gordon? RT → #EUref,1,
"A Tory Brexit would be a disaster for working people in Britain, says @jeremycorbyn. Agree? RT → #EUref",0,
Experts agree: Brexit will cost jobs and put workers' rights at risk. But it won't be Boris who suffers.,0,
Boris & the Brexit campaign want to scrap workers’ rights but which ones would they bin? Demand answers with us → http://labourinforbritain.org.uk/petition,0,
Which workplace rights would the Leave campaign scrap if we Brexit? Sign our petition and demand answers now: http://labourinforbritain.org.uk/petition,0,
"A Tory Brexit would be a disaster for working people in Britain, says @jeremycorbyn. Agree? RT → #LabourInForBritain",0,
"""Brexit would be a disaster for working people - for our wages, for our jobs and for our rights."" - @FrancesOGrady",0,
Brexit would put £1 billion European investment in British social and affordable homes at risk #LabourInForBritain,0,
To Brexit or not to Brexit? That's a question with an easy answer on #shakespearesbirthday says @RhonddaBryant,0,
A Labour government will offer the British people a fair approach to Brexit which puts jobs and the economy first,0,
"Labour will protect jobs during Brexit. We will invest in new industries and infrastructure to create high-skill, high-wage jobs. ",0,
Theresa May tried to keep the British people out of our Brexit negotiations - that's wrong. We must have a real say through parliament.,0,
Tories wrap Brexit up in fake patriotic posturing - waving the Union Jack while preparing to sell out public services &amp; consumer protections,0,
I went to the #1daywithoutus lobby today to show my and Labour's support for rights of EU citizens living in the UK to stay after Brexit.,0,
"Real fight starts now. Over next two years Labour will use every opportunity to ensure Brexit protects jobs, living standards &amp; the economy.",0,
".@Theresa_May must guarantee the rights of EU citizens living in UK. This isn't about Brexit, it's about basic decency. ",0,
Theresa May failed to challenge Trump & stand up for our values today - she prefers a US corporate trade deal for a bargain basement Brexit,0,
We cannot let @Theresa_May use Brexit to turn Britain into a tax haven on the edge of Europe and create a bargain basement economy. #Brexit,0,
"On @MarrShow this morning we discussed @Theresa_May's chaotic Brexit, the #NHSCrisis &amp; how Labour will build a more equal society #Marr",0,
Labour's offering an economic alternative and challenging a Tory Brexit that will leave us as bargain-basement-Britain on the edge of Europe,0,
"Let's fact check Theresa May's answers on international aid, the NHS, the economy and Brexit at yesterday's #PMQs",2,
"I asked PM what her Brexit plan is. She didn't give the answers we need to ensure it works for jobs, living standards &amp; the economy #PMQs",0,
There must be transparency and accountability on Brexit terms. We won't block Article 50 but will fight for a Brexit that works for Britain,0,
"At #ClassConf16, I said Labour will press for a Brexit that puts jobs, living standards and the economy first. ",0,
"The Tories offer a chaotic Brexit. @UKLabour is demanding the best deal for the UK - putting jobs, living standards and economy first #PMQs",0,
"The Government's overseeing a chaotic Brexit. Britain needs a plan - Labour would put jobs, living standards and the economy first. ",0,
"Thank you to Labour's Brexit team, whose excellent work is exposing the Tories' Brexit plans for what they are - a shambles",0,
"The Tories offer no plan, no clarity, no transparency, and no chance of scrutiny of the process for developing a strategy for Brexit #PMQs",0,
"In our Brexit negotiations, we must secure tariff free access to the single market. ",0,
Only Labour will focus on what kind of country we want after Brexit. We'll unlock opportunities for everyone in this country. #VoteLabour,0,
Theresa May will say that #GE2017 is about Brexit while ignoring Tory failure &amp; the issues that affect people’s lives every day. #VoteLabour,0,
"We must have a Brexit deal which puts investment and jobs first, not Tory corporation tax cuts. #bbcdp",0,
"Deeply disappointing that govt denied the people, through Parliament, Brexit oversight &amp; refused to guarantee the rights of EU nationals",0,
RT if you agree that the Tories have wrapped Brexit up in fake patriotic posturing. #RTB17,0,
Labour will ensure the British people have genuine say over Brexit negotiations because no one voted to give @theresa_may a free hand.,0,
Labour will amend Article 50 Bill to prevent the Tories using Brexit to turn Britain into a bargain basement tax haven off coast of Europe.,0,
At #PMQs I urged @Theresa_May to stop her threat of a bargain basement Brexit - a low pay tax haven on the shores of Europe.,0,
.@Theresa_May has made clear that she is determined to use Brexit to turn Britain into a bargain basement tax haven on the shores of Europe.,0,
The British people voted to refinance the NHS – it's Labour who will deliver it. My Brexit speech from Tuesday: http://www.writeyou.co.uk/peterborough,0,
Labour accepts the challenges voters gave and will insist on a Brexit that works not just for City interests but in the interests of us all.,0,
"Unlike the Tories, Labour will push for a Brexit that's in the interests of the whole country, not just bankers in London ",0,
Emily Thornberry questioned the Conservatives at Prime Minister’s Questions today over their chaotic Brexit #PMQs,0,
Watch my full #PMQs exchange with @theresa_may today. She clearly has no plan and is presiding over a chaotic Brexit,0,
"A leaked memo suggests Tories have no plan for Brexit. As @Keir_Starmer says we need certainty, stability &amp; plan to put jobs &amp; economy first",0,
"Labour will be pressing for a Brexit that works for Britain, putting jobs, living standards and the economy first. ",0,
The Govt has failed to provide clarity on Brexit negotiations. Labour is demanding a clear plan for Brexit that delivers for everyone #PMQs,0,
Meeting with Labour MEPs in Brussels today - Labour will work to protect jobs and workers' rights from a chaotic Tory Brexit,0,
"Sunday Mirror readers asked me tonnes of questions - about Labour, Brexit and even the politics of my cat, El Gato ",0,
The risk to our NHS from a Tory Brexit is further austerity cuts to our public services #LabourIn #EUref,0,
"Me, @angelaeagle &amp; @tom_watson launched our #LabourIn advert about workers' rights at risk of Tory negotiated Brexit ",0,
The Tories would use Brexit to scrap workers’ rights but which ones would they scrap? Demand answers with @UKLabour http://www.labourinforbritain.org.uk/petition,0,
There will be a bonfire of workers' rights if we have a Tory negotiated Brexit. But what rights would they scrap?http://www.labourinforbritain.org.uk/petition,0,
Which workplace rights would the Leave campaign scrap if we Brexit? Sign our petition and demand answers now: http://www.labourinforbritain.org.uk/petition,0,
"""Brexit would jeopardise the rights of working women"" explains Liz Snape, TUC President in @NewStatesman #Incrowd",0,
Irish Times on Brexit. https://www.irishtimes.com/news/politics/british-government-realises-brexit-is-a-mistake-official-says-1.3048046?,0,
Senior Tories raising the prospect of war in Europe. How does this kind of diplomacy help our Brexit negotiations?,0,
"If you're looking for a good guide to Brexit and what come's next, I can recommend @IanDunt's what the hell will happen now?",0,
"That's an impressive leghorn chicken. Origin, Italy. Now, ok, Brexit. Have a good day.",0,
"That's 'slap downs' for the Chancellor, Brexit and Foreign Secretary as well as Liam Fox, all in her first 99 days. ",0,
All credit to the FT for this new initiative. It needs all hands at the pump to sort Brexit.,0,
In post-Brexit Britain our creative industries will be our calling card to the world. My first DCMS column in the @GreatBarrObs.,0,
"Not bad for a ""second rate lawyer""! Keir, with characteristic attention to detail,has forced the government to allow proper brexit scrutiny. ",0,
"That Theresa May speech just wasn't very clear. She basically said ""we have a plan for Brexit but we won't tell anyone what it is.""",0,
In case you didn't spot this coming. That Brexit NHS pledge? Dropped.,0,
"If you're interested in Brexit, this is a must read. ",0,
"""Our attitude towards wealth played a crucial role in Brexit. We need a rethink"" by Stephen Hawking: http://www.theguardian.com/commentisfree/2016/jul/29/stephen-hawking-brexit-wealth-resources?CMP=Share_iOSApp_Other",0,
"""Michael Gove urged to say whether he is source of Queen Backs Brexit story."" http://www.dailymail.co.uk/wires/pa/article-3489670/Ex-spin-supremo-Alastair-Campbell-attacks-pro-Brexit-press.html#ixzz42nemT5Zk",2,
Yep -back on form now! And I voted against article 50 legislation because it represented a terrible deal for British public as hard brexit..,0,
Brexit MPs stormed out of ctte when faced with reality May's approach hopeless. Anyone would think she wants to create a distraction..,0,
I'm holding out for the Brexit will let us have white dog poo again pledge ...,0,
Post brexit even the quality of April fools is declining...,0,
Day three of brexit and we are already in danger of becoming a chris Morris sketch show Britain ...,0,
Proud to have signed this letter to protect the independence of the BBC in reporting on brexit's many twists and turns...,0,
Brexit is a monty python foot stamping on nation- let's make sure not also used as excuse to not act to address inequality in our country...,0,
Hang on - is Jacob Rees-Mogg advocating the pound be devalued to make up for the impact of Brexit?! #bbcqt,0,
At every turn challenged govts bill and voted for amendments to it because hard brexit deal they seek form of economic &amp; social vandalism...,0,
"Brexit, Tory govts, inequality- whatever challenge, promise not to give up but to fight to my dying day for better future for this country.. ",0,
This bill not about brexit. That's happening. It's about the deal we get - under these auspices will be terrible. Britain deserves better.,1,
Talks on deal haven't even started & govt giving up- no wonder he didn't want to talk brexit yesterday given what this does to businesses...,0,
Possibly my favourite brexit elephant in commons chamber so far...keep them coming &amp; don't let govt get away with ignoring it! #brexithaos,0,
Can someone better at photoshop than me do a picture of the brexit elephant in the House of Commons budget chamber? #brexithaos,0,
So all that talk of wanting to help EU citizens in limbo due to brexit and being trusted to do so then..*coughs such BS coughs* #brexithaos,0,
This is why it matters that we challenge the deal Theresa May making for brexit- not even started talking and jobs already going...,0,
Govt denying slipping out a written statement on day of brexit vote on closing door to refugee kids was trying to bury bad news....,0,
Many of us determined not to let brexit allow them to hide doing this to refugee kids - please keep speaking up for dubs amendment!,0,
Nothing changed about brexit bill so still delivers poor deal for Britain - leave and remain voters alike deserve better so voted against.,0,
Announcing end of Dubs Scheme 2 help refugee children same time of brexit debate in hope no one notices? not on my watch! #RefugeesWelcome,0,
So basically brexit was the Jaffa cakes revenge for being classed as a cake...and yes I am moaning it's a rubbish dunker still...,0,
taken tweeter 24 hours post whole don't joke about hitting women thing 2 link it 2 periods. Honestly I blame brexit 4 such tardy trolling...,0,
Yes! Come on brexit! Deliver us broken teeth and bloody noses ....because that's taking back control...,0,
reality is there's no good option on brexit -but that doesn't mean we can't give British public options...#Article50 http://www.newstatesman.com/politics/staggers/2017/03/brexit-happening-so-channel-your-rage-progressive-action,0,
I know breakfast is better for you than brexit...and that's a fact... @radioleary #helping #alwayshelping,0,
beginning to think this may be true -only thing that can explain tea/biscuit mind games..that or brexit anyways... #britishworldproblems,0,
Iike that time you cut your nose off to spite your face? Perhaps not the most coherent argument for brexit being a good thing there... https://twitter.com/IanDevoncop/status/844241139725164546,0,
"How much more you prepared to pay not just for food, but most goods & with what impact on finances? qu should all be asking about brexit ... ",0,
Ha! Take that brexit - I just turned down another cup of tea and I have not been thrown off the train! #britishworldproblems,0,
making my way to Berlin via the medium of trains to get the german perspective on brexit…*starts exceptionally long playlist….*,0,
The Prime Minister said she wants us to have 'associate' membership of the Customs Union as part of our Brexit... http://fb.me/3Sj8vNmXZ,2,
Votes at 6.26pm on both real vote on brexit &amp; rights for EU nationals. David Davis asking for extra time so obviously worried...#brexithaos,0,
It's pretty damning of DUP given what is at stake for Northern Ireland if they don't back meaningful vote for parliament on brexit deal.,0,
"Govt wants 'room for manoeuvre' on brexit talks, and claims we will get vote on proposal pre EU parliament so opposes it. Doesn't add up...",0,
Lots of English people did too - question is now how to get all of them the best deal. Division will give hard brexit more credibility.,0,
"Whilst Brexit dominates parliament this week, our work goes on to try to ensure refugee children are not let to... http://fb.me/8yriuONpM",0,
Brexit will cost us £58bn - no wonder @PHammondMP can't bring himself to even say it...but he does need to deal with it so shocking can't...,0,
"Working for Walthamstow Newsletter Saturday 11th February 2017: Final Brexit Bill Vote and What Happens Next,... http://fb.me/1K8VBrSCL",0,
"More #thehouserules from me and @SDoughtyMP this time answering your questions on brexit, coop and tribes! ",2,
Finally home and time for bed - as well as to charge up several spare batteries for tomorrow ahead of next stage of brexit bill.. #geekmp,2,
Currently in chamber as we try to grapple with all the issues brexit creates at breakneck speed thanks to cursory 5 days govt given for it..,0,
Cracking piece from @LucyRigby on surestart - our responsibility is not to let brexit allow this govt to starve it https://www.theguardian.com/commentisfree/2017/feb/06/sure-start-children-worked-why-theresa-may-out-to-kill-it?CMP=share_btn_tw,0,
RT if you think MPs should hold brexiteers to their pledge to fund the NHS and vote for amendment 11 to the brexit bill ...,0,
Given Iain stood next to bus claiming NHS would get £350m from brexit let's hope he stands true to word to back our amendment on it ...,0,
"It's like the Waltham Forest rumble in the jungle ...float like a butterfly, sting like brexit... ",0,
Article 50: Read my speech to parliament on why I won't greenlight May's destructive brexit: http://www.workingforwalthamstow.org.uk/article_50_why_i_won_t_greenlight_theresa_may_s,0,
Vote wasn't about whether Brexit happens but how. Surprised UKIP wanted to green light giving TM power to choose- what if she reneges?,0,
govt spokesperson claiming white paper on brexit nothing 2 do with article 50 bill. Not true - bill only way we have 2 shape govt approach.,0,
Yes. And nothing to do with how vote tonight as made explicit in speech-is about green lighting govts approach to brexit not brexit itself. https://twitter.com/neill_house/status/826864732804173845,0,
All of us are with @TracyBrabin feeling emotional debating the impact of brexit on our communities without Jo Cox here with us...,0,
This is why lack of white paper until late in process matters and what it would cover for brexit debate- anti democratic to not have now!,0,
No. It's completely untrue. I have already co signed 87 amendments myself and I am voting against this form of brexit!,0,
"Listening to Tory MP starting to be honest this kind of brexit will lead to job losses, public service cuts and lost industries ... ",0,
Agree with @annasoubrymp if deal isn't done by PM for brexit parliament needs 2 be able 2 send them back to drawing board not out of door..,0,
It's PM and her approach to the negotiations that worries me - the public deserve better from brexit than she's offering to fight for...,0,
Proud to sign this to make sure rights of women can be protected in brexit #Article50Bill,0,
"So Thatcher sold the family silver, and now May’s pawning the NHS to make Trump happy for a post brexit deal ....http://www.independent.co.uk/news/uk/politics/theresa-may-donald-trump-nhs-us-trade-deal-brexit-torture-a7548156.html",0,
Gina right -govt was trying to take away your freedoms behind closed doors. Now we can challenge that as MPs in any brexit deal #brexithaos,0,
"In 2 hours time when brexit Supreme Court judgement given, 1st question is what is best for Britain- data matters in making that call.. ",2,
"What should matter is what is best for Britain in future, not past grievances - that's why I signed this letter about danger of hard brexit. https://twitter.com/VoteLeaveWatch/status/822927886118244353",0,
Think question is should @downingstreet really be briefing the press before the PM tells parliament what her brexit plan is….#brexithaos,0,
If she gets up and says one more time 'brexit means brexit...*snaps pencil* #brexithaos,0,
"Xenophobic stereotypes. check. promoting brexit. check. Must be ...wait, what is it now @PeoplesMomentum if you can't beat UKIP join them??",0,
This is more info on state of brexit negotiations than govt prepared to give MPs in parliament..now I see why they are so coy.. #brexithaos,0,
40 of us have written 2 chancellor asking autumn statement to set out how to make good pledge for £350m for NHS brexit made #ShowUsTheMoney,0,
Now in chamber supporting @ChukaUmunna call for those in vote leave campaign to #ShowUsTheMoney where the £350m brexit promised is for NHS.,0,
2016 is a year quite like no other - now the PM has to start answering our questions about brexit negotiations #brexithaos https://twitter.com/EmilyPurser/status/794119087093846016,2,
In which @Alison_McGovern unpicks Liam fox's argument on brexit and free trade to reveal just how threadbare it is,0,
Brexit means brexit? Well breakfast means breakfast but tells you little else! Only thing govt serving at mo is a dogs dinner... #Article50,0,
Tautologies may make great headlines but there's jobs and livelihoods at stake-brexit means brexit just not good enough answer #Article50,0,
So Brexit under Theresa May means we become a tax heaven? makes you proud to be British doesn’t it...,0,
Many in Walthamstow saying same as Owen- they want pledge from Labour to 2nd referendum on what Brexit will mean..,0,
But we have no idea what brexit means! Surely that new role also includes checking small print before we leap...,0,
sorting out rights of EU nationals and UK nationals just one example of chase #brexit created. No one voted for this wretched mess...,0,
Angry to hear Tory MPs refusing to clarify status of non uk EU nationals following brexit - just told house of some of Walthamstow's finest!,0,
What was more important than trying to win case for Britain to remain in EU given impact on our country of brexit?!,0,
Just asked PM about what help available to small businesses facing loss or pause in contracts following #brexit ...no answer as yet...,0,
Sharing this and then running sweepstake on whether get more #brexit or #mra grief ... #feminism #StrongerIN,0,
"So sorry #brexit tweeters querying that as I didn’t video woman crying today, didn’t happen. Was too busy trying to comfort her…#ffshumanity",0,
Hey #brexit motherhood isn't needed to make women's opinions worth hearing-they should be valued in own right even if wrong... #StrongerIN,0,
"Course if the #brexit team support the rights we get from being part of EU, what's point in leaving? Can't have it both ways... #StrongerIN",0,
It's almost like the #brexit aren't people you could trust with figures or maths... #magicmoneytree #StrongerIn https://twitter.com/xtophercook/status/740994253946490884,0,
"Warning, warning #magicmoneytree being shaken - #brexit also said would spend money on VAT, farmers, NHS, tax cuts ... #StrongerIn",0,
Running a sweepstake on how many different things the #brexit campaign will claim they can fund by leaving EU... #magicmoneytree #StrongerIN,0,
what do you think the treaties #brexit would negotiate would be? Hit girl too smart to think ttip about EU not politicians?!,2,
So Gove admitting has no idea what #brexit will do or how will work but trusts government to figure it out...umm #goveland #InOrOut,0,
See michael Gove still shaking that magic money tree. Add cuts in VAT to list of pledges he claims #brexit can fund #InOrOut #goveland,0,
Come on Michael! I'll help you out - Donald trump and Putin agree with you on #brexit..so that's reassuring ... #InOrOut #goveland,0,
Time for some actual detail of what #Brexit would actually mean from michael gove in tonight's #InorOut -will be responding on sky later...,0,
Ooh! It's an exclusive look at the next brexit campaign poster for this weekend ... … https://www.instagram.com/p/BGKEXYPG5BD/,0,
Sadly @sajidjavid says not looking at impact on science funding re #Brexit - given worth billions to UK economy &amp; his dept v odd! #scicomm,0,
Very weak answer from Coyne on Brexit; @UniteforLen clear and strong about the leadership needed to protect workers and jobs #VoteLen #bbcqt,0,
Anyone who believes #Brexit won't be used to attack workers' rights isn't living in the real world. We'll … #bbcqt http://vitw.it/link/3aE5Z,0,
Staggering/shameful that any Labour MP could vote AGAINST protection for foreign nationals living in the … #Brexit http://vitw.it/link/xlej2,0,
"McCluskey spot on re: next steps on #Brexit; Govt must seek best deal for working people and their communities, not appease Tory hard right ",0,
"In what parallel universe have I woken where Farage is seen as best person to speak on Trump, Brexit, trade deals or anything else? #Ridge",1,
"Completely agree @RichardBurgon. #Corbyn campaigned hard &amp; with integrity, no justification to blame him for Brexit ",0,
"As Parliament remembers #JoCox, here's her last article: ""#Brexit no answer to real concerns on immigration"" #EURef http://ln.is/yorkshirepost.co.uk/L2m1Q",1,
#Unite's @joyjohnson22 'Tories cannot be trusted to negotiate #Brexit'; #VoteRemain #InCrowd http://unitelive.org/brexit-tories-cannot-be-trusted/,0,
"#VoteRemain as Tories can't be trusted to negotiate post-#Brexit deal, warns #Corbyn http://www.independent.co.uk/news/uk/politics/eu-referendum-back-remain-as-tories-cant-be-trusted-to-negotiate-post-brexit-deal-jeremy-corbyn-a7060426.html",0,
Economic expert @vincecable - our candidate for Twickenham - warns about the hard Brexit being pursued by Theresa May and Jeremy Corbyn.,0,
"REVEALED: Benefit cuts and Brexit squeeze to leave 3 million families £2,500 worse off http://www.libdems.org.uk/benefit-cuts-brexit-squeeze-families",0,
"We believe the British people should be able to change their minds on Brexit &amp; stay in the EU if they wish, @timfarron tells @pestononsunday",0,
In this election people can change the direction of Britain. Many leave voters didn't want a hard Brexit @timfarron tells @pestononsunday,2,
Jeremy Corbyn's Labour are backing a Tory hard Brexit. We know what side we're on. Let's change the direction of this country!,0,
Tim Farron: My message to Yorkshire – only Lib Dems can save Britain from hard Brexit http://www.yorkshirepost.co.uk/news/opinion/tim-farron-my-message-to-yorkshire-only-lib-dems-can-save-britain-from-hard-brexit-1-8499249 @yorkshirepost,0,
"The Lib Dems aren’t just fighting an election, we’re fighting Brexit - @timfarron @Independent http://www.independent.co.uk/voices/lib-dems-general-election-staying-in-eu-fighting-brexit-a7689666.html #GeneralElection2017",0,
"This #GeneralElection is a chance to elect a decent opposition to this Tory government and their hard #Brexit, says @timfarron",0,
"If you want to avoid a disastrous Hard Brexit, this is your chance! #GeneralElection http://www.libdems.org.uk/join",0,
